age,sex,i,prev,f
28,male,0.2097912275190417,0.1443607382173312,0.2935830829404187
29,female,0.2544136537662326,0.14905054836845033,0.322805670073375
29,male,0.2097912275190417,0.10709307357209832,0.2935830829404187
30,female,0.2543364021669088,0.39914530200383747,0.35116012226954685
30,male,0.1942620057124191,0.28646042358288293,0.2558919837782544
31,female,0.2543364021669088,0.3337272347569979,0.35116012226954685
31,male,0.1942620057124191,0.2375856760746304,0.2558919837782544
32,female,0.2543364021669088,0.28672359359868255,0.35116012226954685
32,male,0.1942620057124191,0.20289101525404754,0.2558919837782544
33,female,0.2543364021669088,0.23223535957410085,0.35116012226954685
33,male,0.1942620057124191,0.1443734206311166,0.2558919837782544
34,female,0.2543364021669088,0.19514233998641817,0.35116012226954685
34,male,0.1942620057124191,0.11199801548024253,0.2558919837782544
35,female,0.22804018684617378,0.36428253144534395,0.31940023471339624
35,male,0.18998030268651353,0.26973096207069214,0.2497419941133961
36,female,0.22804018684617378,0.32016844006845546,0.31940023471339624
36,male,0.18998030268651353,0.22782784342776052,0.2497419941133961
37,female,0.22804018684617378,0.2855773622135483,0.31940023471339624
37,male,0.18998030268651353,0.19713368188535968,0.2497419941133961
38,female,0.22804018684617378,0.21991685918847947,0.31940023471339624
38,male,0.18998030268651353,0.14509847918341434,0.2497419941133961
39,female,0.22804018684617378,0.17879774097366663,0.31940023471339624
39,male,0.18998030268651353,0.11474265214231981,0.2497419941133961
40,female,0.2396449599171853,0.37539105757667673,0.334221049576466
40,male,0.2044190521013073,0.2861731516520071,0.2701450617994977
41,female,0.2396449599171853,0.3247066407233508,0.334221049576466
41,male,0.2044190521013073,0.24466049798282224,0.2701450617994977
42,female,0.2396449599171853,0.28616114285039773,0.334221049576466
42,male,0.2044190521013073,0.2137926308417031,0.2701450617994977
43,female,0.2396449599171853,0.2364323530959942,0.334221049576466
43,male,0.2044190521013073,0.17443338627702842,0.2701450617994977
44,female,0.2396449599171853,0.20149877301126218,0.334221049576466
44,male,0.2044190521013073,0.14742014990270952,0.2701450617994977
45,female,0.22011118571233207,0.32841178212974764,0.30160210312102825
45,male,0.2087006381592506,0.2867820894439759,0.26711016467076354
46,female,0.22011118571233207,0.2911029580975845,0.30160210312102825
46,male,0.2087006381592506,0.25313375632681806,0.26711016467076354
47,female,0.22011118571233207,0.2614693068378577,0.30160210312102825
47,male,0.2087006381592506,0.22666385251822974,0.26711016467076354
48,female,0.22011118571233207,0.24007715331431131,0.30160210312102825
48,male,0.2087006381592506,0.20508279471258967,0.26711016467076354
49,female,0.22011118571233207,0.22196045849706653,0.30160210312102825
49,male,0.2087006381592506,0.18733055540993726,0.26711016467076354
50,female,0.20404273616819396,0.28921254603441177,0.28361461902010754
50,male,0.1929528105478148,0.23252035747271022,0.22965541212585414
51,female,0.20404273616819396,0.2704025821407266,0.28361461902010754
51,male,0.1929528105478148,0.2153373543567043,0.22965541212585414
52,female,0.20404273616819396,0.2539351220316563,0.28361461902010754
52,male,0.1929528105478148,0.2005620904923554,0.22965541212585414
53,female,0.20404273616819396,0.2209409899640053,0.28361461902010754
53,male,0.1929528105478148,0.1766040442635915,0.22965541212585414
54,female,0.20404273616819396,0.19560004274215054,0.28361461902010754
54,male,0.1929528105478148,0.1578111406018115,0.22965541212585414
55,female,0.1978166468526527,0.2977107755977656,0.27622574223782126
55,male,0.19238121413408005,0.23654984027601283,0.23027898581910602
56,female,0.1978166468526527,0.27007443264597175,0.27622574223782126
56,male,0.19238121413408005,0.2159066843548927,0.23027898581910602
57,female,0.1978166468526527,0.24719414472072732,0.27622574223782126
57,male,0.19238121413408005,0.19862675239256847,0.23027898581910602
58,female,0.1978166468526527,0.23270093587424814,0.27622574223782126
58,male,0.19238121413408005,0.18044057147897494,0.23027898581910602
59,female,0.1978166468526527,0.21984860648070814,0.27622574223782126
59,male,0.19238121413408005,0.16534828258436682,0.23027898581910602
60,female,0.1927387780811025,0.27804897751939717,0.28133249135214533
60,male,0.16548323317364394,0.19986187704663563,0.19812849367947494
61,female,0.1927387780811025,0.26370218166046594,0.28133249135214533
61,male,0.16548323317364394,0.1853393510098491,0.19812849367947494
62,female,0.1927387780811025,0.25074372757234864,0.28133249135214533
62,male,0.16548323317364394,0.17278496557855885,0.19812849367947494
63,female,0.1927387780811025,0.22334259126450753,0.28133249135214533
63,male,0.16548323317364394,0.16120544901317663,0.19812849367947494
64,female,0.1927387780811025,0.20130859850804672,0.28133249135214533
64,male,0.16548323317364394,0.1510809947161055,0.19812849367947494
65,female,0.1886673672372707,0.28669425115093794,0.27366111599597237
65,male,0.17123080279680997,0.21308414864865238,0.21813220990411303
66,female,0.1886673672372707,0.26300528470180085,0.27366111599597237
66,male,0.17123080279680997,0.20119601177050855,0.21813220990411303
67,female,0.1886673672372707,0.24290274666097214,0.27366111599597237
67,male,0.17123080279680997,0.19056480252125263,0.21813220990411303
68,female,0.1886673672372707,0.219949040862644,0.27366111599597237
68,male,0.17123080279680997,0.18136266687057948,0.21813220990411303
69,female,0.1886673672372707,0.20093127210042014,0.27366111599597237
69,male,0.17123080279680997,0.17300872804193038,0.21813220990411303
70,female,0.19217797091475897,0.30242478827787606,0.29750904308343684
70,male,0.18048507083022225,0.21234661916893072,0.22198498119294072
71,female,0.19217797091475897,0.28002075894942646,0.29750904308343684
71,male,0.18048507083022225,0.2026617849540264,0.22198498119294072
72,female,0.19217797091475897,0.2606726296177618,0.29750904308343684
72,male,0.18048507083022225,0.19376375091129522,0.22198498119294072
73,female,0.19217797091475897,0.2503130338903636,0.29750904308343684
73,male,0.18048507083022225,0.191305238375902,0.22198498119294072
74,female,0.19217797091475897,0.24072779454044416,0.29750904308343684
74,male,0.18048507083022225,0.18889384663985112,0.22198498119294072
75,female,0.19975351185447515,0.2830712218265484,0.308044486003798
75,male,0.1761198326808424,0.19033161670997195,0.23043609314668595
76,female,0.19975351185447515,0.2729662575866036,0.308044486003798
76,male,0.1761198326808424,0.18796336423987556,0.23043609314668595
77,female,0.19975351185447515,0.2635405503104411,0.308044486003798
77,male,0.1761198326808424,0.18563942928327168,0.23043609314668595
78,female,0.19975351185447515,0.23661816588663312,0.308044486003798
78,male,0.1761198326808424,0.17113282755242135,0.23043609314668595
79,female,0.19975351185447515,0.21464822679201645,0.308044486003798
79,male,0.1761198326808424,0.1586488045465691,0.23043609314668595
80,female,0.21691394393184107,0.3282443009437879,0.3433986542305787
80,male,0.1787838889668664,0.2207757161090346,0.24598843787819827
81,female,0.21691394393184107,0.30221064938513986,0.3433986542305787
81,male,0.1787838889668664,0.20701604733622947,0.24598843787819827
82,female,0.21691394393184107,0.27993104445487343,0.3433986542305787
82,male,0.1787838889668664,0.19484192924018667,0.24598843787819827
83,female,0.21691394393184107,0.2925146817494883,0.3433986542305787
83,male,0.1787838889668664,0.20376095285118045,0.24598843787819827
84,female,0.21691394393184107,0.3063349754512152,0.3433986542305787
84,male,0.1787838889668664,0.21356225670911483,0.24598843787819827
85,female,0.19686805653837436,0.22367757069192604,0.300699944845722
85,male,0.15581966690275786,0.14555964339159494,0.21359502433358735
86,female,0.19686805653837436,0.2354393380499248,0.300699944845722
86,male,0.15581966690275786,0.1533500509917017,0.21359502433358735
87,female,0.19686805653837436,0.24855639283581896,0.300699944845722
87,male,0.15581966690275786,0.1620452169971565,0.21359502433358735
88,female,0.19686805653837436,0.25806875429022536,0.300699944845722
88,male,0.15581966690275786,0.17304831944106883,0.21359502433358735
89,female,0.19686805653837436,0.2683768718305637,0.300699944845722
89,male,0.15581966690275786,0.185689452815283,0.21359502433358735
90,female,0.2170753178917634,0.2443208824155975,0.3332354473608307
90,male,0.1552681007175223,0.13441422076525456,0.22208427386735075
91,female,0.2170753178917634,0.2559446405448284,0.3332354473608307
91,male,0.1552681007175223,0.14626030591856146,0.22208427386735075
92,female,0.2170753178917634,0.268680223755163,0.3332354473608307
92,male,0.1552681007175223,0.16037682831715122,0.22208427386735075
93,female,0.2170753178917634,0.31261262852245475,0.3332354473608307
93,male,0.1552681007175223,0.1891402915749484,0.22208427386735075
94,female,0.2170753178917634,0.37344593217630945,0.3332354473608307
94,male,0.1552681007175223,0.2304116831351525,0.22208427386735075
95,female,0.24567569603931652,0.12276502406588709,0.34525173832697487
95,male,0.19991685146072571,0.08182063849139191,0.2678129049973666
96,female,0.24567569603931652,0.16144334006407113,0.34525173832697487
96,male,0.19991685146072571,0.11337078129463656,0.2678129049973666
97,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
97,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
98,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
98,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
99,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
99,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
100,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
100,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
101,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
101,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
102,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
102,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
103,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
103,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
104,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
104,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
105,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
105,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
106,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
106,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
107,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
107,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
108,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
108,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
109,female,0.24567569603931652,0.2352955945359165,0.34525173832697487
109,male,0.19991685146072571,0.18437382824293772,0.2678129049973666
