age,sex,i,prev,f
21,male,0.3168577232732634,0.3485485916672173,0.4213161305130194
22,female,0.35564713632530476,0.35317132984230154,0.4544078100300464
22,male,0.3168577232732634,0.29687775124846466,0.4213161305130194
23,female,0.35564713632530476,0.3610185785018824,0.4544078100300464
23,male,0.3168577232732634,0.2765298329405839,0.4213161305130194
24,female,0.35564713632530476,0.3692463293419209,0.4544078100300464
24,male,0.3168577232732634,0.2587476644066506,0.4213161305130194
25,female,0.34737987868653925,0.3207145685433843,0.44516690321619284
25,male,0.2847217212779458,0.29758497307025217,0.3993053164457457
26,female,0.34737987868653925,0.32841798377228487,0.44516690321619284
26,male,0.2847217212779458,0.2805461585100713,0.3993053164457457
27,female,0.34737987868653925,0.33652407698192505,0.44516690321619284
27,male,0.2847217212779458,0.2653143381721331,0.3993053164457457
28,female,0.34737987868653925,0.2637290916053095,0.44516690321619284
28,male,0.2847217212779458,0.2452643977231625,0.3993053164457457
29,female,0.34737987868653925,0.2167207368556071,0.44516690321619284
29,male,0.2847217212779458,0.2280218172335554,0.3993053164457457
30,female,0.32317835933670297,0.40749102250687114,0.40645248577363985
30,male,0.30207212932530664,0.3339648468355971,0.40076831979452276
31,female,0.32317835933670297,0.35411217539917506,0.40645248577363985
31,male,0.30207212932530664,0.3136704326908318,0.40076831979452276
32,female,0.32317835933670297,0.3130809513961981,0.40645248577363985
32,male,0.30207212932530664,0.2957012266117046,0.40076831979452276
33,female,0.32317835933670297,0.28447803788368475,0.40645248577363985
33,male,0.30207212932530664,0.30812136895777675,0.40076831979452276
34,female,0.32317835933670297,0.2606535586035684,0.40645248577363985
34,male,0.30207212932530664,0.32163060580725783,0.40076831979452276
35,female,0.27394231046738426,0.3084062774493818,0.33288511812770577
35,male,0.261629702432762,0.22694895054768535,0.3328754908003006
36,female,0.27394231046738426,0.2862646478133117,0.33288511812770577
36,male,0.261629702432762,0.23785565829563302,0.3328754908003006
37,female,0.27394231046738426,0.26708085952519134,0.33288511812770577
37,male,0.261629702432762,0.24986359765789426,0.3328754908003006
38,female,0.27394231046738426,0.24003763790184204,0.33288511812770577
38,male,0.261629702432762,0.2395019864140201,0.3328754908003006
39,female,0.27394231046738426,0.21795792224053073,0.33288511812770577
39,male,0.261629702432762,0.2299655295663882,0.3328754908003006
40,female,0.2775523722369231,0.31547211556055743,0.3374124266990991
40,male,0.2546517504830608,0.2572664945558023,0.31673849019006
41,female,0.2775523722369231,0.29148791547192665,0.3374124266990991
41,male,0.2546517504830608,0.24777829279052643,0.31673849019006
42,female,0.2775523722369231,0.2709561547675113,0.3374124266990991
42,male,0.2546517504830608,0.23896506300497705,0.31673849019006
43,female,0.2775523722369231,0.26935446113524686,0.3374124266990991
43,male,0.2546517504830608,0.23653443042459538,0.31673849019006
44,female,0.2775523722369231,0.26777744039181806,0.3374124266990991
44,male,0.2546517504830608,0.2341527463122175,0.31673849019006
45,female,0.2491919923712524,0.24982228083381924,0.30554566240898773
45,male,0.2713596731885222,0.2791772217779111,0.3338565944772834
46,female,0.2491919923712524,0.24838719704014997,0.30554566240898773
46,male,0.2713596731885222,0.2764216560107636,0.3338565944772834
47,female,0.2491919923712524,0.24697376596055692,0.30554566240898773
47,male,0.2713596731885222,0.27371995515775516,0.3338565944772834
48,female,0.2491919923712524,0.2293431652831674,0.30554566240898773
48,male,0.2713596731885222,0.27514768690826535,0.3338565944772834
49,female,0.2491919923712524,0.21410917304601626,0.30554566240898773
49,male,0.2713596731885222,0.2765903909405832,0.3338565944772834
50,female,0.24508759923004977,0.27792039317300726,0.30039523807477514
50,male,0.25025587382426434,0.25942991751017935,0.3280315737402151
51,female,0.24508759923004977,0.26160092245390437,0.30039523807477514
51,male,0.25025587382426434,0.2608046235094292,0.3280315737402151
52,female,0.24508759923004977,0.24712408183109386,0.30039523807477514
52,male,0.25025587382426434,0.2621939761152972,0.3280315737402151
53,female,0.24508759923004977,0.24805135947313645,0.30039523807477514
53,male,0.25025587382426434,0.2655896628113382,0.3280315737402151
54,female,0.24508759923004977,0.24898376401215436,0.30039523807477514
54,male,0.25025587382426434,0.2690744589691424,0.3280315737402151
55,female,0.2278459380721977,0.23278685317668643,0.27439147545033604
55,male,0.24659949750705773,0.2854889417436162,0.34977954761715063
56,female,0.2278459380721977,0.233664995028637,0.27439147545033604
56,male,0.24659949750705773,0.2893556794446974,0.34977954761715063
57,female,0.2278459380721977,0.23454802472620542,0.27439147545033604
57,male,0.24659949750705773,0.29358975946050064,0.34977954761715063
58,female,0.2278459380721977,0.2228581169496444,0.27439147545033604
58,male,0.24659949750705773,0.3245923298443407,0.34977954761715063
59,female,0.2278459380721977,0.21230198189805483,0.27439147545033604
59,male,0.24659949750705773,0.3628337507769255,0.34977954761715063
60,female,0.24084473221192526,0.2658374660111755,0.2941853353687647
60,male,0.2163044547842314,0.20351643260925806,0.33246553606925644
61,female,0.24084473221192526,0.2540033843919074,0.2941853353687647
61,male,0.2163044547842314,0.23505837756053635,0.33246553606925644
62,female,0.24084473221192526,0.24317110598412026,0.2941853353687647
62,male,0.2163044547842314,0.2779356239846453,0.33246553606925644
63,female,0.24084473221192526,0.23179637172990822,0.2941853353687647
63,male,0.2163044547842314,0.30077411175646107,0.33246553606925644
64,female,0.24084473221192526,0.2214316318284185,0.2941853353687647
64,male,0.2163044547842314,0.3275677305077203,0.33246553606925644
65,female,0.22814688722373988,0.2529174046689014,0.27547789532219363
65,male,0.21811884280535387,0.20258275651577476,0.32130879211514746
66,female,0.22814688722373988,0.24252360765502834,0.27547789532219363
66,male,0.21811884280535387,0.22430823403972552,0.32130879211514746
67,female,0.22814688722373988,0.23294424469855762,0.27547789532219363
67,male,0.21811884280535387,0.25111465509240233,0.32130879211514746
68,female,0.22814688722373988,0.24129223370449795,0.27547789532219363
68,male,0.21811884280535387,0.2659707681692198,0.32130879211514746
69,female,0.22814688722373988,0.2502670613674173,0.27547789532219363
69,male,0.21811884280535387,0.2826142831356116,0.32130879211514746
70,female,0.21793989151904894,0.21209157746078358,0.28533227503431585
70,male,0.21176526443172985,0.19072955790208865,0.2879917907200571
71,female,0.21793989151904894,0.21953177781701097,0.28533227503431585
71,male,0.21176526443172985,0.2036510932138674,0.2879917907200571
72,female,0.21793989151904894,0.2276078400378229,0.28533227503431585
72,male,0.21176526443172985,0.21846769068226568,0.2879917907200571
73,female,0.21793989151904894,0.2376952386941195,0.28533227503431585
73,male,0.21176526443172985,0.21763861921116798,0.2879917907200571
74,female,0.21793989151904894,0.24884870175259252,0.28533227503431585
74,male,0.21176526443172985,0.216815003069489,0.2879917907200571
75,female,0.2278107959049444,0.2340251878191301,0.31814237437376186
75,male,0.21909711796373138,0.2138439704512415,0.2814409086297994
76,female,0.2278107959049444,0.2471003775650334,0.31814237437376186
76,male,0.21909711796373138,0.21303920810533275,0.2814409086297994
77,female,0.2278107959049444,0.26249745473466046,0.31814237437376186
77,male,0.21909711796373138,0.21223969104583684,0.2814409086297994
78,female,0.2278107959049444,0.29243305541359826,0.31814237437376186
78,male,0.21909711796373138,0.21513530841580283,0.2814409086297994
79,female,0.2278107959049444,0.3300753386148907,0.31814237437376186
79,male,0.21909711796373138,0.21811431259483566,0.2814409086297994
80,female,0.22606567534035396,0.22634462365259203,0.3844574798285226
80,male,0.2227342696359491,0.20882559396885794,0.29480106275019635
81,female,0.22606567534035396,0.26558103954212975,0.3844574798285226
81,male,0.2227342696359491,0.21187213454864404,0.29480106275019635
82,female,0.22606567534035396,0.3212731347443176,0.3844574798285226
82,male,0.2227342696359491,0.21501030826406473,0.29480106275019635
83,female,0.22606567534035396,0.3635384790272937,0.3844574798285226
83,male,0.2227342696359491,0.20805905950645287,0.29480106275019635
84,female,0.22606567534035396,0.41860890896328856,0.3844574798285226
84,male,0.2227342696359491,0.20154040455565095,0.29480106275019635
85,female,0.21842260022640914,0.19289216979860893,0.36669132346893907
85,male,0.21227456292387853,0.22136243858470048,0.2859984878204406
86,female,0.21842260022640914,0.2348130637577026,0.36669132346893907
86,male,0.21227456292387853,0.21483041307539466,0.2859984878204406
87,female,0.21842260022640914,0.3000146955996462,0.36669132346893907
87,male,0.21227456292387853,0.20867018767566525,0.2859984878204406
88,female,0.21842260022640914,0.3540941596652162,0.36669132346893907
88,male,0.21227456292387853,0.22737134423386218,0.2859984878204406
89,female,0.21842260022640914,0.43195702731535196,0.36669132346893907
89,male,0.21227456292387853,0.24976544542930948,0.2859984878204406
90,female,0.23037415731579133,0.0921797205079142,0.32416202599705407
90,male,0.21168937129820348,0.16040175816050456,0.28808288773357565
91,female,0.23037415731579133,0.12836177620005287,0.32416202599705407
91,male,0.21168937129820348,0.18011211070387811,0.28808288773357565
92,female,0.23037415731579133,0.21131731853109437,0.32416202599705407
92,male,0.21168937129820348,0.20535280682312348,0.28808288773357565
93,female,0.23037415731579133,0.17358113241080073,0.32416202599705407
93,male,0.21168937129820348,0.18345840480266729,0.28808288773357565
94,female,0.23037415731579133,0.14732625235108238,0.32416202599705407
94,male,0.21168937129820348,0.16577864672460085,0.28808288773357565
95,female,0.24118467414912856,0.31253106428761546,0.34535863153754554
95,male,0.3399556985113444,0.40112981144929294,0.478222667363634
96,female,0.24118467414912856,0.27636147185032156,0.34535863153754554
96,male,0.3399556985113444,0.3687047381250296,0.478222667363634
97,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
97,male,0.3399556985113444,0.34112296126357033,0.478222667363634
98,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
98,male,0.3399556985113444,0.34112296126357033,0.478222667363634
99,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
99,male,0.3399556985113444,0.34112296126357033,0.478222667363634
100,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
100,male,0.3399556985113444,0.34112296126357033,0.478222667363634
101,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
101,male,0.3399556985113444,0.34112296126357033,0.478222667363634
102,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
102,male,0.3399556985113444,0.34112296126357033,0.478222667363634
103,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
103,male,0.3399556985113444,0.34112296126357033,0.478222667363634
104,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
104,male,0.3399556985113444,0.34112296126357033,0.478222667363634
105,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
105,male,0.3399556985113444,0.34112296126357033,0.478222667363634
106,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
106,male,0.3399556985113444,0.34112296126357033,0.478222667363634
107,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
107,male,0.3399556985113444,0.34112296126357033,0.478222667363634
108,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
108,male,0.3399556985113444,0.34112296126357033,0.478222667363634
109,female,0.24118467414912856,0.24774826035925998,0.34535863153754554
109,male,0.3399556985113444,0.34112296126357033,0.478222667363634
